PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Agonist Activity,Agonist Potency (uM),Agonist Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source,OPENADMET_CANONICAL_SMILES,INCHIKEY
1767,144207230.0,5281707.0,C1=CC2=C(C=C1O)OC3=C2C(=O)OC4=C3C=CC(=C4)O,Active,43.0,,,active agonist,active agonist,65.7398137,216.2833234,inactive,,0,SIGMA,O=C1OC2=CC(O)=CC=C2C2=C1C1=CC=C(O)C=C1O2,ZZIALNLLNHEQPJ-UHFFFAOYSA-N
1768,144210527.0,9799979.0,CCC1=NN(C2=C1C=CC(=C2)C3(CCC(CC3)C(=O)O)C#N)C4CCCCC4,Active,43.0,,,active agonist,active agonist,66.00726558,159.0844099,active antagonist,33.082,-77.9229,Pharma,CCC1=NN(C2CCCCC2)C2=CC(C3(C#N)CCC(C(=O)O)CC3)=CC=C12,PRUGWHGQBHEDAX-UHFFFAOYSA-N
1769,144212541.0,13783.0,CCC(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])OC(=O)OC(C)C,Active,43.0,,,active agonist,active agonist,66.00726558,212.5842081,active antagonist,29.4844,-71.3521,LightBiologicals,CCC(C)C1=CC([N+](=O)[O-])=CC([N+](=O)[O-])=C1OC(=O)OC(C)C,HDWLUGYOLUHEMN-UHFFFAOYSA-N
1770,144207411.0,1910825.0,CCCCN(CCCC)C1=CC(=C(C=C1)C(=O)C2=CC=CC=C2C(=O)O)O,Active,43.0,,,active agonist,active agonist,66.61185975,200.0295943,active antagonist,66.6119,-62.3186,SigmaAldrich,CCCCN(CCCC)C1=CC=C(C(=O)C2=CC=CC=C2C(=O)O)C(O)=C1,QPNFUBAIQZJEPO-UHFFFAOYSA-N
1771,144207863.0,9324.0,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C=C(C4=CC(=O)CC[C@]34C)Cl)C)OC(=O)C,Active,43.0,,,active agonist,active agonist,68.45014115,181.9765324,active antagonist,48.459,-59.2573,SigmaAldrich,CC(=O)O[C@]1(C(C)=O)CC[C@H]2C3=CC(Cl)=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,GBFMXJIPEWEABS-MENMYXSPSA-N
1772,144210675.0,3610.0,CCCCCCC1=C(C=C(C=C1)O)O,Active,43.0,,,active agonist,active agonist,68.58962193,198.0524476,active antagonist,68.5896,-60.6886,SIGMA,CCCCCCC1=CC=C(O)C=C1O,WFJIVOKAWHGMBH-UHFFFAOYSA-N
1773,170466463.0,4488.0,C1=CC(=CC(=C1)NC2=C(C=CC=N2)C(=O)O)C(F)(F)F,Active,42.0,,,active agonist,active agonist,13.33319022,30.13996006,inactive,,0,Vitas,O=C(O)C1=CC=CN=C1NC1=CC=CC(C(F)(F)F)=C1,JZFPYUNJRRFVQU-UHFFFAOYSA-N
1774,170466598.0,60196270.0,CC1=C(C=CC=C1NC2=C(C=CC=N2)C(=O)O)C(F)(F)F.CNC[C@@H]([C@H]([C@H]([C@@H](CO)O)O)O)O,Active,42.0,,,active agonist,active agonist,17.44217912,37.64905312,inactive,,0,Microsource,CC1=C(NC2=NC=CC=C2C(=O)O)C=CC=C1C(F)(F)F,NOOCSNJCXJYGPE-UHFFFAOYSA-N
1775,144212204.0,5360487.0,C1=CC(=CC=C1CCO)NC2=C3C(=C(C=C2)O)C(=O)C4=C(C=CC(=C4C3=O)[N+](=O)[O-])O,Active,42.0,,,active agonist,active agonist,21.68994291,33.91243744,active antagonist,40.0798,-81.6099,LightBiologicals,O=C1C=CC(=NC2=CC=C(CCO)C=C2)C2=C(O)C3=C(C(O)=C12)C(=O)C=CC3=[N+]([O-])O,ALFAHNKQAAURKA-UHFFFAOYSA-N
1776,144209462.0,6014.0,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C.Cl,Active,42.0,,,active agonist,active agonist,21.91070512,40.08814073,active antagonist,49.405,-117.518,SIGMA,CC(CN1C2=CC=CC=C2SC2=CC=CC=C21)N(C)C,PWWVAXIEGOYWEE-UHFFFAOYSA-N
1777,170466001.0,443945.0,CN1C2=CC=CC=C2C(=O)N(C3=CC=CC=C31)CCN(C)C.Cl,Active,42.0,,,active agonist,active agonist,21.95840253,35.76615505,inactive,,0,Enzo,CN(C)CCN1C(=O)C2=CC=CC=C2N(C)C2=CC=CC=C21,QPGGEKPRGVJKQB-UHFFFAOYSA-N
1778,144210674.0,8152.0,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],Active,42.0,,,active agonist,active agonist,22.97515283,40.95451187,active antagonist,38.5708,-56.314,SIGMA,CCCCCCCCCCCC[N+](C)(C)C,VICYBMUVWHJEFT-UHFFFAOYSA-N
1779,170466845.0,5753.0,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@H]4C(=O)CO)C)O,Active,42.0,,,active agonist,active agonist,23.71013763,44.85199206,inactive,,0,"Prestwick Chemical, Inc.",C[C@]12C[C@H](O)[C@H]3[C@@H](CC=C4CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,XYCVOOLPBUQGKO-HJTSIMOOSA-N
1780,144208104.0,5930.0,CNC1=CC=C(C=C1)O.CNC1=CC=C(C=C1)O.OS(=O)(=O)O,Active,42.0,,,active agonist,active agonist,24.28702657,37.0269305,active antagonist,56.499,-128.354,SIGMA,CNC1=CC=C(O)C=C1,ZFIQGRISGKSVAG-UHFFFAOYSA-N
1781,144210180.0,26176.0,CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,Active,42.0,,,active agonist,active agonist,24.3860226,41.73099453,inactive,,0,Albemarle,CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,KVMPUXDNESXNOH-UHFFFAOYSA-N
1782,170466291.0,83969.0,CCCS(=O)C1=CC2=C(C=C1)N=C(N2)NC(=O)OC,Active,42.0,,,active agonist,active agonist,24.63773286,40.35568863,inactive,,0,GVK,CCC[S+]([O-])C1=CC=C2NC(NC(=O)OC)=NC2=C1,VXTGHWHFYNYFFV-UHFFFAOYSA-N
1783,170466398.0,60196362.0,C1C[C@@H](CN(C1)CCC2=CC3=C(C=C2)OCO3)OC(C4=CC=CC=C4)C5=CC=CC=C5.C(=C/C(=O)O)\C(=O)O,Active,42.0,,,active agonist,active agonist,25.60161775,47.09195404,active antagonist,29.8493,-56.2063,Tocris,C1=CC=C(C(O[C@H]2CCCN(CCC3=CC=C4OCOC4=C3)C2)C2=CC=CC=C2)C=C1,BDNFQGRSKSQXRI-DEOSSOPVSA-N
1784,144213394.0,13728.0,CN(C)C(=O)C(C1=CC=CC=C1)C2=CC=CC=C2,Active,42.0,,,active agonist,active agonist,25.7523322,43.56491916,inactive,,0,SIGMA,CN(C)C(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,QAHFOPIILNICLA-UHFFFAOYSA-N
1785,144210347.0,7564.0,C1=CC=C(C=C1)NC2=CC=C(C=C2)N,Active,42.0,,,active agonist,active agonist,25.77854547,44.83609389,active antagonist,35.7211,-84.8027,Enamine,NC1=CC=C(NC2=CC=CC=C2)C=C1,ATGUVEKSASEFFO-UHFFFAOYSA-N
1786,144212016.0,93162.0,CCCCCC1=CC=C(C=C1)N,Active,42.0,,,active agonist,active agonist,25.77854547,47.58631266,inactive,,0,SIGMA,CCCCCC1=CC=C(N)C=C1,DGFTWBUZRHAHTH-UHFFFAOYSA-N
1787,170466305.0,80311.0,CN(C)CCN(CC1=CC=C(C=C1)Cl)C2=CC=CC=N2.Cl,Active,42.0,,,active agonist,active agonist,26.60321198,35.01543968,active antagonist,20.3361,-43.2315,"Prestwick Chemical, Inc.",CN(C)CCN(CC1=CC=C(Cl)C=C1)C1=CC=CC=N1,ICKFFNBDFNZJSX-UHFFFAOYSA-N
1788,144213007.0,164512.0,CC1=CC(=C(C(=C1)C)C(=O)P(=O)(C2=CC=CC=C2)C(=O)C3=C(C=C(C=C3C)C)C)C,Active,42.0,,,active agonist,active agonist,27.30602032,46.61201592,inactive,,0,LightBiologicals,CC1=CC(C)=C(C(=O)P(=O)(C(=O)C2=C(C)C=C(C)C=C2C)C2=CC=CC=C2)C(C)=C1,GUCYFKSBFREPBC-UHFFFAOYSA-N
1789,251919726.0,6451142.0,C1CC1(C(CC2=CC=CC=C2Cl)(CN3C(=S)N=CN3)O)Cl,Active,42.0,,,active agonist,active agonist,27.30602032,43.50773893,inactive,,0,Sigma Chemical Company,OC(CC1=CC=CC=C1Cl)(CN1NC=NC1=S)C1(Cl)CC1,MNHVNIJQQRJYDH-UHFFFAOYSA-N
1790,170465692.0,637566.0,CC(=CCC/C(=C/CO)/C)C,Active,42.0,,,active agonist,active agonist,27.64399094,46.06797304,inactive,,0,Microsource,CC(C)=CCC/C(C)=C/CO,GLZPCOQZEFWAFX-JXMROGBWSA-N
1791,170465083.0,3295.0,CCOC1=CC2=C(C=C1)N=C(S2)S(=O)(=O)N,Active,42.0,,,active agonist,active agonist,28.72548758,38.4447179,inactive,,0,Labotest,CCOC1=CC=C2N=C(S(N)(=O)=O)SC2=C1,OUZWUKMCLIBBOG-UHFFFAOYSA-N
1792,170464873.0,65999.0,CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C,Active,42.0,,,active agonist,active agonist,28.72548758,43.53640369,inactive,,0,Microsource,CCCC1=NC2=C(C)C=C(C3=NC4=CC=CC=C4N3C)C=C2N1CC1=CC=C(C2=CC=CC=C2C(=O)O)C=C1,RMMXLENWKUUMAY-UHFFFAOYSA-N
1793,144206862.0,35751.0,CC(=O)C1=CC=C(C=C1)OCC(=O)N2CCCCC2,Active,42.0,,,active agonist,active agonist,28.72548758,48.04730717,inactive,,0,Pharmaron,CC(=O)C1=CC=C(OCC(=O)N2CCCCC2)C=C1,HFHLKKYWNAOHCI-UHFFFAOYSA-N
1794,170466341.0,41574.0,C1=CC(=C(C(=C1)Cl)CN2C=NC3=C(N=CN=C32)N)F,Active,42.0,,,active agonist,active agonist,28.72548758,48.36772966,inactive,,0,GVK,NC1=NC=NC2=C1N=CN2CC1=C(F)C=CC=C1Cl,NAPNOSFRRMHNBJ-UHFFFAOYSA-N
1795,144213848.0,19602.0,CCCCCC1=CC=CO1,Active,42.0,,,active agonist,active agonist,29.3032993,43.64653101,inactive,,0,SIGMA,CCCCCC1=CC=CO1,YVBAUDVGOFCUSG-UHFFFAOYSA-N
1797,170466255.0,55652.0,CN([C@H]1CC[C@@]2(CCCO2)C[C@@H]1N3CCCC3)C(=O)CC4=CC(=C(C=C4)Cl)Cl,Active,42.0,,,active agonist,active agonist,29.84929478,42.48813869,inactive,,0,SIGMA,CN(C(=O)CC1=CC=C(Cl)C(Cl)=C1)[C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1,NYKCGQQJNVPOLU-ONTIZHBOSA-N
1798,144209697.0,10208.0,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O,Active,42.0,,,active agonist,active agonist,29.91002582,44.38420337,inactive,,0,SIGMA,CC1=CC(O)=C2C(=O)C3=C(O)C=CC=C3C(=O)C2=C1,LQGUBLBATBMXHT-UHFFFAOYSA-N
1799,170465073.0,44383.0,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC.Cl,Active,42.0,,,active agonist,active agonist,31.01706799,40.35267221,inactive,,0,Vitas,COC1=CC2=NC(N3CCN(C(=O)C4CCCO4)CC3)=NC(N)=C2C=C1OC,VCKUSRYTPJJLNI-UHFFFAOYSA-N
1800,170465041.0,4114.0,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,Active,42.0,,,active agonist,active agonist,32.23052717,42.76974599,inactive,,0,Microsource,COC1=C2OC=CC2=CC2=C1OC(=O)C=C2,QXKHYNVANLEOEG-UHFFFAOYSA-N
1801,170466481.0,5475158.0,CN(C)CCCSC1=CC=CC=C1NC(=O)/C=C/C2=CC=CC=C2,Active,42.0,,,active agonist,active agonist,32.23052717,41.28040847,inactive,,0,Tocris,CN(C)CCCSC1=CC=CC=C1NC(=O)/C=C/C1=CC=CC=C1,RSUVYMGADVXGOU-BUHFOSPRSA-N
1802,170465163.0,119607.0,CC1=C(C(=NO1)C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N,Active,42.0,,,active agonist,active agonist,32.23052717,45.52476864,inactive,,0,SIGMA,CC1=C(C2=CC=C(S(N)(=O)=O)C=C2)C(C2=CC=CC=C2)=NO1,LNPDTQAFDNKSHK-UHFFFAOYSA-N
1803,144211888.0,93365.0,C[C@@H]1CN(C[C@@H](O1)C)CC(C)CC2=CC=C(C=C2)C(C)(C)C,Active,42.0,,,active agonist,active agonist,33.08199883,57.17444789,inactive,,0,LightBiologicals,CC(CC1=CC=C(C(C)(C)C)C=C1)CN1C[C@@H](C)O[C@@H](C)C1,RYAUSSKQMZRMAI-ALOPSCKCSA-N
1804,170465618.0,20395.0,CCC(C1=CC=CC=C1)C(=O)OCCN2CCOC(C2C)C3=CC=CC=C3,Active,42.0,,,active agonist,active agonist,33.4914596,56.52305958,inactive,,0,GVK,CCC(C(=O)OCCN1CCOC(C2=CC=CC=C2)C1C)C1=CC=CC=C1,BAQKJENAVQLANS-UHFFFAOYSA-N
1805,144208592.0,4937.0,CC(C)NC1=NC(=NC(=N1)Cl)NC(C)C,Active,42.0,,,active agonist,active agonist,34.30633688,60.69323214,inactive,,0,SIGMA,CC(C)NC1=NC(Cl)=NC(NC(C)C)=N1,WJNRPILHGGKWCK-UHFFFAOYSA-N
1806,144210723.0,7111.0,C1=CC(=CC=C1C2=CC=C(C=C2)N)N,Active,42.0,,,active agonist,active agonist,34.37624287,60.83801303,inactive,,0,Enamine,NC1=CC=C(C2=CC=C(N)C=C2)C=C1,HFACYLZERDEVSX-UHFFFAOYSA-N
1807,144212090.0,459494.0,C1=CC=C(C=C1)CCCC2=CC=CC=N2,Active,42.0,,,active agonist,active agonist,34.37624287,52.20022527,inactive,,0,SIGMA,C1=CC=C(CCCC2=CC=CC=N2)C=C1,JJJPNTQYUJPWGQ-UHFFFAOYSA-N
1808,251919667.0,246598.0,C1=CC=C(C(=C1)C(=C(Cl)Cl)C2=CC=C(C=C2)Cl)Cl,Active,42.0,,,active agonist,active agonist,34.37624287,60.54910859,inactive,,0,ThermoFisher Scientific,ClC(Cl)=C(C1=CC=C(Cl)C=C1)C1=CC=CC=C1Cl,ZDYJWDIWLRZXDB-UHFFFAOYSA-N
1809,144210382.0,7471.0,CC1=CC=C(C=C1)N(C)C,Active,42.0,,,active agonist,active agonist,35.72112063,50.85586287,inactive,,0,SIGMA,CC1=CC=C(N(C)C)C=C1,GYVGXEWAOAAJEU-UHFFFAOYSA-N
1810,144213396.0,13690.0,C1CCCCCC(=O)NCCCCC1,Active,42.0,,,active agonist,active agonist,35.72112063,61.64675262,inactive,,0,SIGMA,O=C1CCCCCCCCCCCN1,JHWNWJKBPDFINM-UHFFFAOYSA-N
1811,144213561.0,5368821.0,C/C=C(\C)/C=C/C=C(C)C,Active,42.0,,,active agonist,active agonist,36.41316332,63.58102624,inactive,,0,LightBiologicals,C/C=C(C)/C=C/C=C(C)C,GQVMHMFBVWSSPF-SOYUKNQTSA-N
1812,144207864.0,11112.0,C1=CC(=CN=C1)C(=O)NN,Active,42.0,,,active agonist,active agonist,36.52428257,56.39112264,inactive,,0,SigmaAldrich,NNC(=O)C1=CC=CN=C1,KFUSANSHCADHNJ-UHFFFAOYSA-N
1813,144213961.0,91649.0,CC(C)(C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F)O,Active,42.0,,,active agonist,active agonist,38.30591882,66.80185892,inconclusive antagonist,50.1109,-34.1551,SIGMA,CC(C)(O)C(=O)NC1=CC=C([N+](=O)[O-])C(C(F)(F)F)=C1,YPQLFJODEKMJEF-UHFFFAOYSA-N
1814,144210541.0,9931156.0,C1=CC=C(C=C1)OC2=NC=CC(=N2)C3=C(N=CN3C(CO)CO)C4=CC=C(C=C4)F,Active,42.0,,,active agonist,active agonist,38.53155766,51.64715646,inactive,,0,Pharma,OCC(CO)N1C=NC(C2=CC=C(F)C=C2)=C1C1=CC=NC(OC2=CC=CC=C2)=N1,ZDKIAVFEUPUCMR-UHFFFAOYSA-N
1815,144213233.0,11860.0,C1=C(C=C(C(=C1Cl)N)Cl)N,Active,42.0,,,active agonist,active agonist,38.57077889,59.96973879,inactive,,0,SIGMA,NC1=CC(Cl)=C(N)C(Cl)=C1,HQCHAOKWWKLXQH-UHFFFAOYSA-N
1816,144212949.0,26049.0,CC1=CCC2C(C1)C2(C)C,Active,42.0,,,active agonist,active agonist,38.57077889,65.94312819,inactive,,0,LightBiologicals,CC1=CCC2C(C1)C2(C)C,BQOFWKZOCNGFEC-UHFFFAOYSA-N
1817,144213963.0,23668198.0,CN(C)C1=CC=C(C=C1)N=NS(=O)(=O)[O-].[Na+],Active,42.0,,,active agonist,active agonist,39.12698907,60.14164455,active antagonist,30.3331,-54.5771,SIGMA,CN(C)C1=CC=C(N=NS(=O)(=O)O)C=C1,FLTYACUMGDVPLP-UHFFFAOYSA-N
1818,144209348.0,62630.0,C1C(O1)COC2=CC=C(C=C2)C(C3=CC=C(C=C3)OCC4CO4)C(C5=CC=C(C=C5)OCC6CO6)C7=CC=C(C=C7)OCC8CO8,Active,42.0,,,active agonist,active agonist,40.01261911,71.33473803,inactive,,0,SIGMA,C1=C(OCC2CO2)C=CC(C(C2=CC=C(OCC3CO3)C=C2)C(C2=CC=C(OCC3CO3)C=C2)C2=CC=C(OCC3CO3)C=C2)=C1,HDDQXUDCEIMISH-UHFFFAOYSA-N
1819,144212095.0,5392.0,COP(=S)(OC)OC1=CC=C(C=C1)SC2=CC=C(C=C2)OP(=S)(OC)OC,Active,42.0,,,active agonist,active agonist,40.07975656,63.84813689,active antagonist,71.273,-51.6319,SIGMA,COP(=S)(OC)OC1=CC=C(SC2=CC=C(OP(=S)(OC)OC)C=C2)C=C1,WWJZWCUNLNYYAU-UHFFFAOYSA-N
1820,144213073.0,54677470.0,CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O,Active,42.0,,,active agonist,active agonist,40.07975656,64.48128347,inconclusive antagonist,,,Enamine,CC1=CN=C(NC(=O)C2C(=O)C3=CC=CC=C3S(=O)(=O)N2C)S1,ZAHQBPYQBHTECE-UHFFFAOYSA-N
1821,144213269.0,135465076.0,C1=CC=C(C=C1)/[N+](=N/[O-])/[O-].[NH4+],Active,42.0,,,active agonist,active agonist,40.07975656,42.93123173,inactive,,0,SIGMA,O=NN(O)C1=CC=CC=C1,DAHPIMYBWVSMKQ-UHFFFAOYSA-N
1822,144212934.0,16821.0,CCCCCCCCC1CCC(=O)O1,Active,42.0,,,active agonist,active agonist,40.07975656,64.00746131,inactive,,0,SIGMA,CCCCCCCCC1CCC(=O)O1,WGPCZPLRVAWXPW-UHFFFAOYSA-N
1823,144208245.0,7265.0,C1=CC(=C(C=C1Cl)N)O,Active,42.0,,,active agonist,active agonist,40.29615413,45.15947988,inactive,,0,SIGMA,NC1=CC(Cl)=CC=C1O,SWFNPENEBHAHEB-UHFFFAOYSA-N
1824,144211155.0,7430.0,C1=C(C=C(C(=C1Cl)N)Cl)[N+](=O)[O-],Active,42.0,,,active agonist,active agonist,40.85624122,68.61814901,active antagonist,66.0073,-36.4842,Enamine,NC1=C(Cl)C=C([N+](=O)[O-])C=C1Cl,BIXZHMJUSMUDOQ-UHFFFAOYSA-N
1825,144212224.0,5859.0,CN(C)S(=O)(=O)C1=CC=C(C=C1)OP(=S)(OC)OC,Active,42.0,,,active agonist,active agonist,40.85624122,61.77357939,inactive,,0,LightBiologicals,COP(=S)(OC)OC1=CC=C(S(=O)(=O)N(C)C)C=C1,JISACBWYRJHSMG-UHFFFAOYSA-N
1826,144212606.0,61953.0,CC1CCC2(O1)C(=CCCC2(C)C)C,Active,42.0,,,active agonist,active agonist,40.85624122,72.37063824,inactive,,0,SIGMA,CC1=CCCC(C)(C)C12CCC(C)O2,GYUZHTWCNKINPY-UHFFFAOYSA-N
1827,144207406.0,41022.0,CC(=O)O.C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,Active,42.0,,,active agonist,active agonist,40.88657077,71.25666756,active antagonist,60.0133,-64.0912,SIGMA,O=C(NCC1CCCCN1)C1=CC(OCC(F)(F)F)=CC=C1OCC(F)(F)F,DJBNUMBKLMJRSA-UHFFFAOYSA-N
1828,144207851.0,28207.0,CCOC1=C(C=C(C=C1)NC(=O)C)N,Active,42.0,,,active agonist,active agonist,41.43861122,60.54203106,inactive,,0,SV Chembiotech,CCOC1=CC=C(NC(C)=O)C=C1N,XTXFAVHDQCHWCS-UHFFFAOYSA-N
1829,144211735.0,1548887.0,CC\1=C(C2=C(/C1=C\C3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O,Active,42.0,,,active agonist,active agonist,41.647769,72.10329136,inactive,,0,LightBiologicals,CC1=C(CC(=O)O)C2=CC(F)=CC=C2/C1=C\C1=CC=C([S+](C)[O-])C=C1,MLKXDPUZXIRXEP-MFOYZWKCSA-N
1830,144212401.0,14249.0,CCCCCCCCCCCC[N+](C)(C)C.[Br-],Active,42.0,,,active agonist,active agonist,41.647769,69.07317241,active antagonist,23.4203,-49.9288,Acros,CCCCCCCCCCCC[N+](C)(C)C,VICYBMUVWHJEFT-UHFFFAOYSA-N
1831,144213504.0,7421.0,CN(C)C1=CC(=CC=C1)O,Active,42.0,,,active agonist,active agonist,41.647769,63.76359241,inactive,,0,SIGMA,CN(C)C1=CC=CC(O)=C1,MESJRHHDBDCQTH-UHFFFAOYSA-N
1832,144209572.0,12902.0,CC(C)(C)C1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,Active,42.0,,,active agonist,active agonist,41.647769,65.09190071,inactive,,0,SigmaAldrich,CC(C)(C)C1=CC(C(C)(C)C)=C(O)C(C(C)(C)C)=C1,PFEFOYRSMXVNEL-UHFFFAOYSA-N
1833,144208076.0,11955.0,C1=CC=C(C=C1)C(=O)NN,Active,42.0,,,active agonist,active agonist,41.98060799,65.96333648,inactive,,0,SigmaAldrich,NNC(=O)C1=CC=CC=C1,WARCRYXKINZHGQ-UHFFFAOYSA-N
1834,144212518.0,36462.0,C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,Active,42.0,,,active agonist,active agonist,42.79070285,52.83436596,inconclusive antagonist,53.8703,-69.2446,LightBiologicals,COC1=CC([C@@H]2C3=CC4=C(C=C3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)=CC(OC)=C1O,VJJPUSNTGOMMGY-MRVIYFEKSA-N
1835,144211210.0,4928.0,CC(C)NC1=NC(=NC(=N1)OC)NC(C)C,Active,42.0,,,active agonist,active agonist,43.27712571,65.01166835,inactive,,0,SIGMA,COC1=NC(NC(C)C)=NC(NC(C)C)=N1,ISEUFVQQFVOBCY-UHFFFAOYSA-N
1836,144211286.0,2724159.0,CC(=C)[C@H]1CCC(=CC1)C=O,Active,42.0,,,active agonist,active agonist,43.27712571,59.60856123,inactive,,0,SIGMA,C=C(C)[C@@H]1CC=C(C=O)CC1,RUMOYJJNUMEFDD-SNVBAGLBSA-N
1837,144211772.0,9782.0,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C,Active,42.0,,,active agonist,active agonist,43.27712571,67.61009761,inactive,,0,LightBiologicals,C[C@H]1C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,GJFCONYVAUNLKB-DVTGEIKXSA-N
1838,144211682.0,803.0,C1=CC=C2C(=C1)C(=CN2)CC(=O)C(=O)O,Active,42.0,,,active agonist,active agonist,43.27712571,72.12344559,inactive,,0,SIGMA,O=C(O)C(=O)CC1=CNC2=CC=CC=C12,RSTKLPZEZYGQPY-UHFFFAOYSA-N
1839,144211985.0,108381.0,CC(C)C1N(CCO1)CCOC(=O)NCCCCCCNC(=O)OCCN2CCOC2C(C)C,Active,42.0,,,active agonist,active agonist,43.27712571,57.61277187,inactive,,0,SIGMA,CC(C)C1OCCN1CCOC(=O)NCCCCCCNC(=O)OCCN1CCOC1C(C)C,KQYKAMMEDGWORJ-UHFFFAOYSA-N
1840,144213721.0,10160166.0,C1=CC(=CC(=C1)N(CC2=CN=CC=C2)C3=CC(=C(C=C3)OC(F)F)OC(F)F)C(=O)O,Active,42.0,,,active agonist,active agonist,43.27712571,70.54281073,inactive,,0,Roche,O=C(O)C1=CC=CC(N(CC2=CC=CN=C2)C2=CC=C(OC(F)F)C(OC(F)F)=C2)=C1,GLUDVMFRXKAGHO-UHFFFAOYSA-N
1841,144207203.0,21660.0,C1CCC(C(C1)C(=O)OCC2CO2)C(=O)OCC3CO3,Active,42.0,,,active agonist,active agonist,43.32114004,48.99971237,inconclusive antagonist,64.8186,-79.0225,SV Chembiotech,O=C(OCC1CO1)C1CCCCC1C(=O)OCC1CO1,XFUOBHWPTSIEOV-UHFFFAOYSA-N
1842,144209296.0,4928.0,CC(C)NC1=NC(=NC(=N1)OC)NC(C)C,Active,42.0,,,active agonist,active agonist,43.40919119,67.35995196,inactive,,0,ChemService,COC1=NC(NC(C)C)=NC(NC(C)C)=N1,ISEUFVQQFVOBCY-UHFFFAOYSA-N
1843,144208597.0,7713.0,C1=CC=C(C=C1)OCCOC2=CC=CC=C2,Active,42.0,,,active agonist,active agonist,45.79484211,77.86760285,inactive,,0,SIGMA,C1=CC=C(OCCOC2=CC=CC=C2)C=C1,XCSGHNKDXGYELG-UHFFFAOYSA-N
1844,144211465.0,60490.0,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O,Active,42.0,,,active agonist,active agonist,45.84145662,74.38952743,inactive,,0,LightBiologicals,CC(C1=CC2=CC=CC=C2S1)N(O)C(N)=O,MWLSOWXNZPKENC-UHFFFAOYSA-N
1845,144212175.0,8292.0,CCOP(=S)(OCC)OC1=CC=C(C=C1)S(=O)C,Active,42.0,,,active agonist,active agonist,45.84145662,82.29589205,inactive,,0,LightBiologicals,CCOP(=S)(OCC)OC1=CC=C([S+](C)[O-])C=C1,XDNBJTQLKCIJBV-UHFFFAOYSA-N
1846,144213505.0,6796.0,C1=CC=C2C(=C1)C=CC3=C2C=CC=N3,Active,42.0,,,active agonist,active agonist,45.84145662,77.17464427,inactive,,0,TCI,C1=CC=C2C(=C1)C=CC1=NC=CC=C12,HCAUQPZEWLULFJ-UHFFFAOYSA-N
1847,144213355.0,8663.0,C1=CC=C2C=C(C=CC2=C1)O,Active,42.0,,,active agonist,active agonist,45.84145662,80.73123647,inactive,,0,SIGMA,OC1=CC=C2C=CC=CC2=C1,JWAZRIHNYRIHIV-UHFFFAOYSA-N
